Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
566,0,"-29.0048","959.977","-4.27191"
567,0,"-29.291","960.314","-4.17223"
568,0,"-29.2971","960.308","-4.17013"
569,0,"-28.997","959.97","-4.24738"
570,0,"-28.995","959.969","-4.26759"
571,0,"-28.9972","959.969","-4.26564"
572,0,"-29.0045","959.978","-4.2723"
573,0,"-28.9874","959.973","-4.27383"
574,0,"-28.9932","959.98","-4.25548"
575,0,"-28.9884","959.979","-4.27082"
576,0,"-29.2935","960.318","-4.16356"
577,0,"-29.0024","959.981","-4.26381"
578,0,"-29.2974","960.313","-4.16288"
579,0,"-28.993","959.971","-4.25894"
580,0,"-28.9916","959.97","-4.2585"
581,0,"-29.0531","959.962","-4.29159"
582,0,"-28.9982","959.976","-4.27416"
583,0,"-29.295","960.313","-4.15912"
584,0,"-29.0548","959.972","-4.28339"
585,0,"-28.9945","959.974","-4.25936"
586,0,"-28.9912","959.97","-4.26142"
587,0,"-28.9934","959.987","-4.26323"
588,0,"-29.0079","959.977","-4.25927"
589,0,"-28.995","959.984","-4.28066"
590,0,"-28.9952","959.979","-4.2648"
591,0,"-29.3009","960.316","-4.17059"
592,0,"-29.0015","959.976","-4.27283"
593,0,"-29.0012","959.983","-4.26817"
594,0,"-28.9948","959.971","-4.26838"
595,0,"-29.0051","959.977","-4.26368"
596,0,"-29.0557","959.969","-4.28249"
597,0,"-29.0036","959.979","-4.24865"
598,0,"-28.998","959.986","-4.27225"
599,0,"-29.002","959.971","-4.2707"
600,0,"-29.0048","959.97","-4.25771"
601,0,"-29.2881","960.312","-4.16245"
602,0,"-29.0555","959.971","-4.28623"
603,0,"-29.005","959.985","-4.26283"
604,0,"-28.9888","959.973","-4.27477"
605,0,"-28.9922","959.973","-4.26115"
606,0,"-28.9996","959.978","-4.2705"
607,0,"-28.9945","959.982","-4.26613"
608,0,"-29.2905","960.314","-4.18007"
609,0,"-28.9988","959.975","-4.27524"
610,0,"-29.0004","959.969","-4.27011"
611,0,"-29.2903","960.313","-4.1702"
612,0,"-28.9968","959.976","-4.26448"
613,0,"-29.0005","959.978","-4.26205"
614,0,"-28.9999","959.969","-4.28139"
615,0,"-28.9978","959.98","-4.26368"
616,0,"-28.991","959.972","-4.26871"
617,0,"-29.287","960.307","-4.15843"
618,0,"-29.0076","959.974","-4.25408"
619,0,"-29.0024","959.983","-4.2722"
620,0,"-28.9956","959.98","-4.25425"
621,0,"-28.9942","959.964","-4.26529"
622,0,"-28.9944","959.981","-4.25593"
623,0,"-29.006","959.968","-4.26716"
624,0,"-29.0008","959.989","-4.26695"
625,0,"-29.2894","960.313","-4.15724"
626,0,"-28.9986","959.984","-4.26136"
627,0,"-28.9984","959.987","-4.26365"
