Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
283,0,"770.292","957.49","3.84202"
284,0,"770.32","957.413","3.69547"
285,0,"770.296","957.469","3.83615"
286,0,"770.305","957.468","3.86526"
287,0,"770.286","957.491","3.85913"
288,0,"770.326","957.411","3.70129"
289,0,"770.297","957.482","3.9228"
290,0,"770.279","957.463","3.84951"
291,0,"770.317","957.477","3.86002"
292,0,"770.306","957.472","3.87326"
293,0,"770.283","957.467","3.87635"
294,0,"770.354","957.403","3.72947"
295,0,"770.311","957.478","3.87488"
296,0,"770.302","957.481","3.82687"
297,0,"770.309","957.482","3.91577"
298,0,"770.288","957.485","3.8401"
299,0,"770.314","957.406","3.68815"
300,0,"770.312","957.473","3.89045"
301,0,"770.278","957.466","3.84106"
302,0,"770.318","957.414","3.70763"
303,0,"770.297","957.474","3.8416"
304,0,"770.306","957.492","3.89868"
305,0,"770.297","957.475","3.88247"
306,0,"770.326","957.476","3.91384"
307,0,"770.155","957.499","3.85626"
308,0,"770.29","957.481","3.84758"
309,0,"770.283","957.477","3.88284"
310,0,"770.314","957.473","3.88246"
311,0,"770.286","957.467","3.86316"
312,0,"770.284","957.46","3.83349"
313,0,"770.279","957.481","3.85952"
314,0,"770.311","957.47","3.87174"
315,0,"770.301","957.457","3.89153"
316,0,"770.308","957.464","3.87782"
317,0,"770.304","957.463","3.88285"
318,0,"770.301","957.458","3.88056"
319,0,"770.406","957.481","3.74588"
320,0,"770.168","957.49","3.84696"
321,0,"770.284","957.473","3.84531"
322,0,"770.299","957.464","3.85669"
323,0,"770.303","957.472","3.87222"
324,0,"770.311","957.462","3.85562"
325,0,"770.281","957.472","3.87762"
326,0,"770.462","957.329","3.83376"
327,0,"770.306","957.483","3.86444"
328,0,"770.294","957.475","3.83488"
329,0,"770.319","957.47","3.87084"
330,0,"770.341","957.42","3.73498"
331,0,"770.319","957.47","3.87732"
332,0,"770.334","957.403","3.7574"
333,0,"770.3","957.465","3.89883"
334,0,"770.313","957.47","3.89428"
335,0,"770.292","957.49","3.81518"
336,0,"770.32","957.415","3.71606"
337,0,"770.394","957.5","3.78894"
338,0,"770.336","957.409","3.72715"
339,0,"770.305","957.476","3.87846"
340,0,"770.302","957.471","3.8913"
341,0,"770.312","957.472","3.87035"
342,0,"770.286","957.463","3.85728"
343,0,"770.4","957.489","3.74628"
344,0,"770.304","957.49","3.92325"
345,0,"770.312","957.478","3.87517"
346,0,"770.316","957.415","3.71064"
347,0,"770.298","957.482","3.88388"
348,0,"770.282","957.465","3.85723"
349,0,"770.276","957.477","3.87439"
350,0,"770.299","957.47","3.87421"
351,0,"770.293","957.463","3.83508"
352,0,"770.305","957.458","3.89837"
353,0,"770.303","957.47","3.88133"
354,0,"770.311","957.398","3.7109"
355,0,"770.31","957.477","3.86481"
356,0,"770.317","957.481","3.86623"
357,0,"770.299","957.484","3.84337"
358,0,"770.309","957.474","3.8882"
359,0,"770.286","957.47","3.83905"
360,0,"770.314","957.472","3.87872"
361,0,"770.317","957.482","3.89011"
362,0,"770.312","957.481","3.87863"
363,0,"770.293","957.476","3.85265"
364,0,"770.297","957.469","3.82953"
365,0,"770.296","957.469","3.89501"
